Date,Open,High,Low,Close
1/19/2012 22:00:00,1.2863,1.29708,1.28387,1.29681
1/22/2012 22:00:00,1.29677,1.29857,1.28866,1.29303
1/23/2012 22:00:00,1.28783,1.3052,1.28757,1.30146
1/24/2012 22:00:00,1.30151,1.30623,1.29531,1.30349
1/25/2012 22:00:00,1.30348,1.312,1.29306,1.31056
1/26/2012 22:00:00,1.31055,1.31835,1.30896,1.31081
1/29/2012 22:00:00,1.31074,1.32337,1.30771,1.32186
1/30/2012 22:00:00,1.32252,1.32262,1.30763,1.31428
1/31/2012 22:00:00,1.31427,1.32136,1.30413,1.30828
2/1/2012 22:00:00,1.30829,1.32178,1.30255,1.31597
2/2/2012 22:00:00,1.31599,1.3196,1.3085,1.31432
2/5/2012 22:00:00,1.31432,1.32025,1.30656,1.31549
2/6/2012 22:00:00,1.31164,1.31408,1.30274,1.31296
2/7/2012 22:00:00,1.31294,1.32697,1.30888,1.32598
2/8/2012 22:00:00,1.32599,1.32881,1.32208,1.32599
2/9/2012 22:00:00,1.32592,1.3321,1.32148,1.32849
2/12/2012 22:00:00,1.32849,1.32904,1.3155,1.31952
2/13/2012 22:00:00,1.32081,1.32837,1.31857,1.31857
2/14/2012 22:00:00,1.31857,1.32156,1.30797,1.31333
2/15/2012 22:00:00,1.31322,1.31903,1.30435,1.30651
2/16/2012 22:00:00,1.30654,1.31588,1.29743,1.31296
2/19/2012 22:00:00,1.31296,1.31975,1.31149,1.31386
2/20/2012 22:00:00,1.31802,1.32763,1.31728,1.32422
2/21/2012 22:00:00,1.32429,1.32927,1.31865,1.32316
2/22/2012 22:00:00,1.32321,1.32663,1.32109,1.32476
2/23/2012 22:00:00,1.32471,1.33779,1.32308,1.33721
2/26/2012 22:00:00,1.33721,1.34859,1.33568,1.34638
2/27/2012 22:00:00,1.34638,1.34792,1.33659,1.33965
2/28/2012 22:00:00,1.33965,1.34708,1.33888,1.34576
2/29/2012 22:00:00,1.34579,1.34852,1.33144,1.33236
3/1/2012 22:00:00,1.33231,1.33558,1.32816,1.33102
3/4/2012 22:00:00,1.33096,1.33321,1.31867,1.31969
3/5/2012 22:00:00,1.31916,1.3241,1.31597,1.32163
3/6/2012 22:00:00,1.32162,1.32256,1.31029,1.31124
3/7/2012 22:00:00,1.31119,1.31636,1.3096,1.3148
3/8/2012 22:00:00,1.31482,1.32907,1.31346,1.32739
3/11/2012 21:00:00,1.32735,1.32772,1.30962,1.31224
3/12/2012 21:00:00,1.31141,1.31582,1.30785,1.31548
3/13/2012 21:00:00,1.3154,1.31909,1.30516,1.3083
3/14/2012 21:00:00,1.30828,1.30898,1.30107,1.30313
3/15/2012 21:00:00,1.30316,1.31191,1.30036,1.30794
3/18/2012 21:00:00,1.30802,1.31865,1.30487,1.31723
3/19/2012 21:00:00,1.31785,1.32649,1.31414,1.32387
3/20/2012 21:00:00,1.32382,1.32516,1.31717,1.32248
3/21/2012 21:00:00,1.32233,1.32846,1.31783,1.32149
3/22/2012 21:00:00,1.32146,1.32541,1.31334,1.31996
3/25/2012 21:00:00,1.31995,1.32931,1.31896,1.32707
3/26/2012 21:00:00,1.32707,1.33673,1.31915,1.33585
3/27/2012 21:00:00,1.33581,1.33851,1.33124,1.33133
3/28/2012 21:00:00,1.33129,1.33732,1.3277,1.33164
3/29/2012 21:00:00,1.33162,1.33451,1.32513,1.3301
4/1/2012 21:00:00,1.33009,1.33759,1.32937,1.33598
4/2/2012 21:00:00,1.33598,1.338,1.32779,1.33197
4/3/2012 21:00:00,1.33193,1.33671,1.32129,1.32327
4/4/2012 21:00:00,1.32326,1.32387,1.31068,1.31417
4/5/2012 21:00:00,1.31416,1.31638,1.30348,1.30652
4/8/2012 21:00:00,1.3065,1.3112,1.30486,1.31018
4/9/2012 21:00:00,1.31018,1.31333,1.30324,1.31051
4/10/2012 21:00:00,1.31047,1.31439,1.30537,1.30811
4/11/2012 21:00:00,1.30812,1.31566,1.3066,1.31086
4/12/2012 21:00:00,1.31087,1.32121,1.31017,1.31865
4/15/2012 21:00:00,1.31866,1.32004,1.30661,1.30661
4/16/2012 21:00:00,1.30663,1.31473,1.29944,1.31411
4/17/2012 21:00:00,1.31387,1.31721,1.309,1.31254
4/18/2012 21:00:00,1.31268,1.31406,1.30574,1.31221
4/19/2012 21:00:00,1.31221,1.31649,1.30691,1.31369
4/22/2012 21:00:00,1.3137,1.32268,1.31282,1.32173
4/23/2012 21:00:00,1.31836,1.32099,1.31042,1.31557
4/24/2012 21:00:00,1.31548,1.32178,1.31445,1.31961
4/25/2012 21:00:00,1.31959,1.32332,1.3173,1.3216
4/26/2012 21:00:00,1.3216,1.32624,1.31981,1.32168
4/29/2012 21:00:00,1.32184,1.32696,1.31568,1.32505
4/30/2012 21:00:00,1.32366,1.32663,1.32076,1.32384
5/1/2012 21:00:00,1.32381,1.32834,1.32038,1.32359
5/2/2012 21:00:00,1.32365,1.32409,1.31216,1.31578
5/3/2012 21:00:00,1.31578,1.31798,1.30948,1.31521
5/6/2012 21:00:00,1.31516,1.31781,1.30797,1.30831
5/7/2012 21:00:00,1.3012,1.30653,1.29546,1.305
5/8/2012 21:00:00,1.30506,1.30649,1.29822,1.30053
5/9/2012 21:00:00,1.30054,1.3007,1.29111,1.29288
5/10/2012 21:00:00,1.2929,1.29788,1.29237,1.29351
5/13/2012 21:00:00,1.29349,1.29571,1.29046,1.29163
5/14/2012 21:00:00,1.29004,1.29039,1.2821,1.2822
5/15/2012 21:00:00,1.28222,1.28688,1.27213,1.27287
5/16/2012 21:00:00,1.27287,1.27585,1.26809,1.27154
5/17/2012 21:00:00,1.27155,1.27488,1.26666,1.26973
5/20/2012 21:00:00,1.26973,1.27939,1.26418,1.27772
5/21/2012 21:00:00,1.27636,1.2824,1.27247,1.28167
5/22/2012 21:00:00,1.28165,1.2817,1.26577,1.2683
5/23/2012 21:00:00,1.26831,1.26879,1.2545,1.25817
5/24/2012 21:00:00,1.25846,1.26196,1.25153,1.25317
5/27/2012 21:00:00,1.25316,1.26021,1.24957,1.25157
5/28/2012 21:00:00,1.25752,1.26239,1.25245,1.25407
5/29/2012 21:00:00,1.25409,1.25741,1.24608,1.25019
5/30/2012 21:00:00,1.25022,1.25049,1.23611,1.23658
5/31/2012 21:00:00,1.23656,1.24281,1.23362,1.23651
6/3/2012 21:00:00,1.23647,1.24595,1.22879,1.24323
6/4/2012 21:00:00,1.24168,1.25092,1.23857,1.24989
6/5/2012 21:00:00,1.24983,1.2542,1.24096,1.24516
6/6/2012 21:00:00,1.24515,1.25851,1.24404,1.25806
6/7/2012 21:00:00,1.25805,1.26249,1.25397,1.25595
6/10/2012 21:00:00,1.25592,1.25743,1.2435,1.25161
6/11/2012 21:00:00,1.26393,1.26683,1.24803,1.24827
6/12/2012 21:00:00,1.24821,1.25289,1.24422,1.25027
6/13/2012 21:00:00,1.25026,1.26101,1.24732,1.25563
6/14/2012 21:00:00,1.25565,1.26369,1.25417,1.26322
6/17/2012 21:00:00,1.26324,1.26643,1.25917,1.26377
6/18/2012 21:00:00,1.26948,1.27472,1.25569,1.2575
6/19/2012 21:00:00,1.25748,1.27301,1.25685,1.26846
6/20/2012 21:00:00,1.26847,1.27428,1.26378,1.27068
6/21/2012 21:00:00,1.27055,1.27073,1.25312,1.254
6/24/2012 21:00:00,1.25397,1.2583,1.25193,1.25714
6/25/2012 21:00:00,1.25462,1.25589,1.24709,1.25032
6/26/2012 21:00:00,1.25031,1.25302,1.24415,1.2491
6/27/2012 21:00:00,1.24903,1.25079,1.24451,1.24686
6/28/2012 21:00:00,1.24678,1.25238,1.24072,1.24431
7/1/2012 21:00:00,1.24425,1.26925,1.24323,1.26598
7/2/2012 21:00:00,1.26766,1.26801,1.2568,1.25764
7/3/2012 21:00:00,1.25769,1.26272,1.25588,1.26076
7/4/2012 21:00:00,1.26074,1.2608,1.25083,1.25253
7/5/2012 21:00:00,1.25257,1.25387,1.23638,1.23911
7/8/2012 21:00:00,1.23904,1.24015,1.22601,1.22889
7/9/2012 21:00:00,1.22617,1.23243,1.2256,1.23124
7/10/2012 21:00:00,1.23123,1.23339,1.22354,1.22496
7/11/2012 21:00:00,1.22497,1.22971,1.22129,1.22386
7/12/2012 21:00:00,1.22384,1.22484,1.21674,1.2203
7/15/2012 21:00:00,1.22029,1.22566,1.21626,1.22468
7/16/2012 21:00:00,1.22684,1.22904,1.21755,1.22725
7/17/2012 21:00:00,1.22722,1.23167,1.2189,1.22938
7/18/2012 21:00:00,1.22942,1.23063,1.2217,1.22835
7/19/2012 21:00:00,1.22823,1.23244,1.22293,1.22803
7/22/2012 21:00:00,1.22806,1.22829,1.21443,1.21615
7/23/2012 21:00:00,1.21208,1.21448,1.20673,1.21167
7/24/2012 21:00:00,1.21161,1.2138,1.20422,1.20592
7/25/2012 21:00:00,1.20578,1.21706,1.20535,1.21565
7/26/2012 21:00:00,1.21578,1.23295,1.21176,1.22828
7/29/2012 21:00:00,1.22826,1.23899,1.22418,1.23197
7/30/2012 21:00:00,1.22984,1.23104,1.22254,1.22603
7/31/2012 21:00:00,1.22601,1.23301,1.2249,1.2303
8/1/2012 21:00:00,1.23039,1.23366,1.2218,1.22252
8/2/2012 21:00:00,1.22251,1.24056,1.2134,1.21802
8/5/2012 21:00:00,1.21802,1.23924,1.21665,1.23867
8/6/2012 21:00:00,1.23977,1.24434,1.23418,1.24002
8/7/2012 21:00:00,1.24002,1.24419,1.2376,1.23987
8/8/2012 21:00:00,1.23988,1.24024,1.23268,1.23651
8/9/2012 21:00:00,1.23647,1.23872,1.22671,1.23058
8/12/2012 21:00:00,1.23054,1.2317,1.22415,1.22878
8/13/2012 21:00:00,1.22902,1.23736,1.22609,1.23318
8/14/2012 21:00:00,1.23317,1.23857,1.23171,1.23217
8/15/2012 21:00:00,1.23218,1.23437,1.22641,1.22902
8/16/2012 21:00:00,1.22913,1.23727,1.22561,1.23554
8/19/2012 21:00:00,1.23555,1.23822,1.2289,1.23343
8/20/2012 21:00:00,1.23518,1.23687,1.22953,1.23449
8/21/2012 21:00:00,1.23448,1.24875,1.23378,1.24719
8/22/2012 21:00:00,1.24719,1.25381,1.24313,1.25286
8/23/2012 21:00:00,1.25286,1.25895,1.25236,1.25628
8/26/2012 21:00:00,1.25626,1.2568,1.24815,1.25122
8/27/2012 21:00:00,1.25121,1.25356,1.24902,1.24988
8/28/2012 21:00:00,1.24983,1.25767,1.24652,1.25643
8/29/2012 21:00:00,1.25642,1.25734,1.25188,1.25299
8/30/2012 21:00:00,1.25298,1.25638,1.24872,1.25059
9/2/2012 21:00:00,1.25062,1.26375,1.24937,1.25735
9/3/2012 21:00:00,1.25718,1.26111,1.25603,1.2592
9/4/2012 21:00:00,1.25919,1.26278,1.25551,1.25659
9/5/2012 21:00:00,1.25656,1.26245,1.25017,1.26001
9/6/2012 21:00:00,1.26003,1.26513,1.25614,1.26306
9/9/2012 21:00:00,1.26306,1.28172,1.26262,1.28169
9/10/2012 21:00:00,1.28087,1.28121,1.27558,1.27583
9/11/2012 21:00:00,1.27578,1.28712,1.27546,1.28546
9/12/2012 21:00:00,1.2855,1.29365,1.28174,1.2899
9/13/2012 21:00:00,1.28992,1.30017,1.2854,1.29884
9/16/2012 21:00:00,1.2988,1.31689,1.298,1.31278
9/17/2012 21:00:00,1.31192,1.31718,1.30834,1.31169
9/18/2012 21:00:00,1.31167,1.31205,1.30293,1.30477
9/19/2012 21:00:00,1.30467,1.3085,1.29934,1.30483
9/20/2012 21:00:00,1.30482,1.3059,1.29195,1.29683
9/23/2012 21:00:00,1.29683,1.30478,1.29556,1.2979
9/24/2012 21:00:00,1.29775,1.29903,1.28912,1.29301
9/25/2012 21:00:00,1.29301,1.29708,1.2886,1.2901
9/26/2012 21:00:00,1.28998,1.29128,1.28353,1.28728
9/27/2012 21:00:00,1.28733,1.29282,1.28288,1.29133
9/30/2012 21:00:00,1.29127,1.29597,1.28387,1.28577
10/1/2012 21:00:00,1.28449,1.29389,1.28037,1.28878
10/2/2012 21:00:00,1.28877,1.29679,1.28804,1.2919
10/3/2012 21:00:00,1.29187,1.2937,1.28774,1.29052
10/4/2012 21:00:00,1.29051,1.30314,1.29009,1.30175
10/7/2012 21:00:00,1.30174,1.30715,1.2994,1.30337
10/8/2012 21:00:00,1.30241,1.30254,1.29378,1.29676
10/9/2012 21:00:00,1.29666,1.2991,1.28589,1.2885
10/10/2012 21:00:00,1.28848,1.29133,1.28352,1.28736
10/11/2012 21:00:00,1.28736,1.29517,1.28256,1.29268
10/14/2012 21:00:00,1.29269,1.29916,1.29225,1.2953
10/15/2012 21:00:00,1.29537,1.29788,1.28907,1.29488
10/16/2012 21:00:00,1.29484,1.30608,1.29428,1.30532
10/17/2012 21:00:00,1.30531,1.31396,1.30527,1.31183
10/18/2012 21:00:00,1.31183,1.31287,1.30558,1.30662
10/21/2012 21:00:00,1.30662,1.30772,1.30131,1.30222
10/22/2012 21:00:00,1.3021,1.30834,1.30156,1.30592
10/23/2012 21:00:00,1.30591,1.30756,1.29521,1.29864
10/24/2012 21:00:00,1.29862,1.29967,1.29205,1.29726
10/25/2012 21:00:00,1.29712,1.30231,1.29271,1.29336
10/28/2012 21:00:00,1.29336,1.29561,1.28826,1.29408
10/29/2012 21:00:00,1.29432,1.29436,1.28852,1.29033
10/30/2012 21:00:00,1.29034,1.29835,1.28861,1.29609
10/31/2012 21:00:00,1.29611,1.30206,1.29466,1.29597
11/1/2012 21:00:00,1.29596,1.29826,1.29248,1.29423
11/4/2012 22:00:00,1.29421,1.29505,1.28214,1.2832
11/5/2012 22:00:00,1.28167,1.28424,1.27675,1.27957
11/6/2012 22:00:00,1.27962,1.28266,1.27636,1.2814
11/7/2012 22:00:00,1.28132,1.28762,1.27365,1.27707
11/8/2012 22:00:00,1.27686,1.27806,1.27168,1.27464
11/11/2012 22:00:00,1.27481,1.279,1.26899,1.27086
11/12/2012 22:00:00,1.27114,1.27391,1.26976,1.27091
11/13/2012 22:00:00,1.27092,1.27283,1.2661,1.27037
11/14/2012 22:00:00,1.27012,1.27787,1.27005,1.27346
11/15/2012 22:00:00,1.27327,1.2802,1.27174,1.27805
11/18/2012 22:00:00,1.27797,1.2785,1.26905,1.27415
11/19/2012 22:00:00,1.2748,1.28202,1.27402,1.28127
11/20/2012 22:00:00,1.28142,1.28294,1.27648,1.28168
11/21/2012 22:00:00,1.28174,1.28336,1.27362,1.2829
11/22/2012 22:00:00,1.28279,1.28989,1.28263,1.28825
11/25/2012 22:00:00,1.28811,1.29908,1.28684,1.29692
11/26/2012 22:00:00,1.29667,1.29845,1.29441,1.29714
11/27/2012 22:00:00,1.29856,1.30087,1.29155,1.29422
11/28/2012 22:00:00,1.29441,1.29544,1.28802,1.29522
11/29/2012 22:00:00,1.29553,1.30136,1.29392,1.29788
12/2/2012 22:00:00,1.2978,1.30279,1.29682,1.29857
12/3/2012 22:00:00,1.29829,1.30758,1.29829,1.30525
12/4/2012 22:00:00,1.30548,1.31084,1.30459,1.30938
12/5/2012 22:00:00,1.30935,1.31267,1.30602,1.30672
12/6/2012 22:00:00,1.30671,1.30865,1.29504,1.29666
12/9/2012 22:00:00,1.29663,1.29739,1.28767,1.29249
12/10/2012 22:00:00,1.28895,1.29464,1.28859,1.29405
12/11/2012 22:00:00,1.29398,1.30151,1.29288,1.3005
12/12/2012 22:00:00,1.30031,1.30975,1.29958,1.30735
12/13/2012 22:00:00,1.30726,1.31003,1.3041,1.30768
12/16/2012 22:00:00,1.30772,1.31732,1.30664,1.31612
12/17/2012 22:00:00,1.31777,1.31885,1.31441,1.31634
12/18/2012 22:00:00,1.31633,1.32385,1.31555,1.32282
12/19/2012 22:00:00,1.32273,1.33081,1.32231,1.32263
12/20/2012 22:00:00,1.32266,1.32951,1.31885,1.3244
12/23/2012 22:00:00,1.32449,1.32522,1.31587,1.3186
12/25/2012 22:00:00,1.31737,1.32336,1.31713,1.31831
12/26/2012 22:00:00,1.31805,1.32541,1.31703,1.3224
12/27/2012 22:00:00,1.3223,1.32837,1.32015,1.32353
12/30/2012 22:00:00,1.3233,1.32566,1.3166,1.32155
1/1/2013 22:00:00,1.32114,1.32351,1.31722,1.3183
1/2/2013 22:00:00,1.32037,1.32993,1.31563,1.31859
1/3/2013 22:00:00,1.31867,1.31905,1.30467,1.30487
1/6/2013 22:00:00,1.30486,1.30895,1.29974,1.30678
1/7/2013 22:00:00,1.30736,1.31194,1.30168,1.31161
1/8/2013 22:00:00,1.3116,1.31398,1.30564,1.30809
1/9/2013 22:00:00,1.3081,1.3096,1.30368,1.30639
1/10/2013 22:00:00,1.3064,1.3273,1.30388,1.32715
1/13/2013 22:00:00,1.32713,1.33658,1.32485,1.33418
1/14/2013 22:00:00,1.33612,1.34039,1.33363,1.33814
1/15/2013 22:00:00,1.3381,1.33936,1.32637,1.3305
1/16/2013 22:00:00,1.33044,1.33248,1.32566,1.32888
1/17/2013 22:00:00,1.32885,1.33875,1.32698,1.33761
1/20/2013 22:00:00,1.33744,1.33981,1.32804,1.33195
1/21/2013 22:00:00,1.3309,1.33322,1.33002,1.33124
1/22/2013 22:00:00,1.33123,1.33715,1.32669,1.33217
1/23/2013 22:00:00,1.33216,1.33546,1.32646,1.33175
1/24/2013 22:00:00,1.33174,1.33926,1.32862,1.33762
1/27/2013 22:00:00,1.33756,1.34789,1.33497,1.3463
1/28/2013 22:00:00,1.34657,1.34772,1.34246,1.34549
1/29/2013 22:00:00,1.34551,1.34972,1.34143,1.34906
1/30/2013 22:00:00,1.34904,1.35874,1.34822,1.35664
1/31/2013 22:00:00,1.3566,1.35944,1.35412,1.35772
2/3/2013 22:00:00,1.35767,1.37112,1.35727,1.36395
2/4/2013 22:00:00,1.36507,1.36597,1.35053,1.3513
2/5/2013 22:00:00,1.35141,1.35974,1.34583,1.3583
2/6/2013 22:00:00,1.35827,1.3596,1.34935,1.35212
2/7/2013 22:00:00,1.35209,1.35776,1.33705,1.33968
2/10/2013 22:00:00,1.33966,1.34291,1.33533,1.33635
2/11/2013 22:00:00,1.33666,1.34274,1.33572,1.34056
2/12/2013 22:00:00,1.34063,1.34756,1.33639,1.34535
2/13/2013 22:00:00,1.34531,1.352,1.34263,1.3451
2/14/2013 22:00:00,1.34506,1.34556,1.3315,1.33629
2/17/2013 22:00:00,1.33634,1.33932,1.33063,1.33611
2/18/2013 22:00:00,1.33479,1.33792,1.33215,1.33507
2/19/2013 22:00:00,1.33504,1.33959,1.33288,1.33879
2/20/2013 22:00:00,1.33877,1.34317,1.32711,1.3281
2/21/2013 22:00:00,1.32811,1.32899,1.3161,1.3189
2/24/2013 22:00:00,1.31888,1.3245,1.31452,1.31921
2/25/2013 22:00:00,1.32139,1.33189,1.30475,1.30618
2/26/2013 22:00:00,1.30616,1.31224,1.30182,1.30606
2/27/2013 22:00:00,1.30607,1.31468,1.30413,1.31385
2/28/2013 22:00:00,1.31386,1.31619,1.30532,1.30562
3/3/2013 22:00:00,1.30558,1.31011,1.29666,1.30267
3/4/2013 22:00:00,1.30122,1.30311,1.29822,1.30263
3/5/2013 22:00:00,1.30255,1.30753,1.30102,1.30509
3/6/2013 22:00:00,1.30508,1.30706,1.29652,1.29665
3/7/2013 22:00:00,1.29666,1.31185,1.2966,1.31065
3/10/2013 21:00:00,1.31068,1.31343,1.29552,1.30045
3/11/2013 21:00:00,1.29963,1.30537,1.29793,1.30456
3/12/2013 21:00:00,1.30449,1.30744,1.2991,1.30335
3/13/2013 21:00:00,1.30334,1.30647,1.29232,1.29605
3/14/2013 21:00:00,1.29594,1.30326,1.29114,1.30045
3/15/2013 21:00:00,1.30044,1.31071,1.29994,1.30761
3/17/2013 21:00:00,1.30748,1.3075,1.30748,1.3075
3/18/2013 21:00:00,1.29197,1.29957,1.2882,1.29558
3/19/2013 21:00:00,1.29554,1.29699,1.28437,1.28812
3/20/2013 21:00:00,1.28804,1.29784,1.28567,1.29323
3/21/2013 21:00:00,1.29324,1.29551,1.28796,1.2898
3/22/2013 21:00:00,1.28982,1.30099,1.28884,1.29872
3/24/2013 21:00:00,1.2988,1.2988,1.2988,1.2988
3/25/2013 21:00:00,1.29646,1.30481,1.28295,1.28524
3/26/2013 21:00:00,1.28523,1.28896,1.28281,1.28605
3/27/2013 21:00:00,1.28604,1.28669,1.27514,1.278
3/28/2013 21:00:00,1.27799,1.28445,1.27554,1.28157
3/31/2013 21:00:00,1.28156,1.28368,1.2793,1.28163
4/1/2013 21:00:00,1.28025,1.28679,1.27713,1.28481
4/2/2013 21:00:00,1.2848,1.28775,1.28089,1.28186
4/3/2013 21:00:00,1.28191,1.28647,1.27899,1.28488
4/4/2013 21:00:00,1.28491,1.29489,1.27453,1.29359
4/7/2013 21:00:00,1.2936,1.30397,1.29005,1.29904
4/8/2013 21:00:00,1.29727,1.3038,1.29684,1.30078
4/9/2013 21:00:00,1.30079,1.31031,1.30049,1.30819
4/10/2013 21:00:00,1.30821,1.31218,1.30524,1.30697
4/11/2013 21:00:00,1.30696,1.31383,1.30437,1.31001
4/14/2013 21:00:00,1.3099,1.31269,1.30376,1.31092
4/15/2013 21:00:00,1.31136,1.31148,1.30215,1.30333
4/16/2013 21:00:00,1.30338,1.32015,1.3028,1.31761
4/17/2013 21:00:00,1.3176,1.31998,1.30015,1.30307
4/18/2013 21:00:00,1.30313,1.30962,1.30209,1.30497
4/21/2013 21:00:00,1.30496,1.31287,1.30455,1.30517
4/22/2013 21:00:00,1.30767,1.30841,1.30152,1.30669
4/23/2013 21:00:00,1.30665,1.3084,1.29729,1.29984
4/24/2013 21:00:00,1.29937,1.3034,1.2954,1.30145
4/25/2013 21:00:00,1.30141,1.30934,1.29888,1.30109
4/28/2013 21:00:00,1.30107,1.30476,1.29906,1.30283
4/29/2013 21:00:00,1.30489,1.31164,1.30317,1.30976
4/30/2013 21:00:00,1.31004,1.31859,1.30542,1.31669
5/1/2013 21:00:00,1.31664,1.32427,1.31604,1.31784
5/2/2013 21:00:00,1.31814,1.32183,1.30374,1.30644
5/5/2013 21:00:00,1.30628,1.31593,1.30334,1.3113
5/6/2013 21:00:00,1.31201,1.31408,1.30536,1.3076
5/7/2013 21:00:00,1.30755,1.3132,1.30678,1.30774
5/8/2013 21:00:00,1.30782,1.31942,1.30717,1.31518
5/9/2013 21:00:00,1.31562,1.31771,1.30103,1.30415
5/12/2013 21:00:00,1.30379,1.30509,1.29353,1.29874
5/13/2013 21:00:00,1.29706,1.29996,1.29417,1.29739
5/14/2013 21:00:00,1.29717,1.30291,1.29115,1.29194
5/15/2013 21:00:00,1.29259,1.29424,1.28431,1.28853
5/16/2013 21:00:00,1.28858,1.29299,1.28463,1.28814
5/19/2013 21:00:00,1.28783,1.28896,1.27964,1.28369
5/20/2013 21:00:00,1.28418,1.29008,1.28194,1.28819
5/21/2013 21:00:00,1.28829,1.29335,1.28413,1.29059
5/22/2013 21:00:00,1.29055,1.2998,1.28335,1.28582
5/23/2013 21:00:00,1.28583,1.29566,1.28214,1.2933
5/26/2013 21:00:00,1.29325,1.29932,1.29043,1.29273
5/27/2013 21:00:00,1.29324,1.29485,1.29153,1.2928
5/28/2013 21:00:00,1.29297,1.29497,1.28494,1.28551
5/29/2013 21:00:00,1.28556,1.29775,1.28379,1.29386
5/30/2013 21:00:00,1.29394,1.30614,1.29334,1.30484
6/2/2013 21:00:00,1.30488,1.30594,1.29442,1.29954
6/3/2013 21:00:00,1.29938,1.31075,1.29554,1.30757
6/4/2013 21:00:00,1.30743,1.31014,1.30421,1.30807
6/5/2013 21:00:00,1.30792,1.3116,1.30531,1.30907
6/6/2013 21:00:00,1.30909,1.33054,1.30751,1.32449
6/9/2013 21:00:00,1.32443,1.32848,1.31919,1.32148
6/10/2013 21:00:00,1.31891,1.32692,1.31774,1.32568
6/11/2013 21:00:00,1.32568,1.33174,1.32322,1.33131
6/12/2013 21:00:00,1.33105,1.33591,1.32656,1.33366
6/13/2013 21:00:00,1.33339,1.339,1.32786,1.33751
6/16/2013 21:00:00,1.33724,1.33755,1.32947,1.3344
6/17/2013 21:00:00,1.33476,1.33814,1.33184,1.33656
6/18/2013 21:00:00,1.33652,1.34156,1.33258,1.33921
6/19/2013 21:00:00,1.33925,1.34164,1.3262,1.32939
6/20/2013 21:00:00,1.32946,1.33014,1.31613,1.32188
6/23/2013 21:00:00,1.32209,1.32541,1.30987,1.31207
6/24/2013 21:00:00,1.30908,1.31439,1.30588,1.31181
6/25/2013 21:00:00,1.3122,1.31507,1.3065,1.30763
6/26/2013 21:00:00,1.3082,1.30872,1.29847,1.30116
6/27/2013 21:00:00,1.30137,1.30571,1.30001,1.30378
6/30/2013 21:00:00,1.30337,1.31027,1.29913,1.30088
7/1/2013 21:00:00,1.30111,1.30667,1.30052,1.30631
7/2/2013 21:00:00,1.30629,1.30781,1.29637,1.29781
7/3/2013 21:00:00,1.29805,1.30323,1.29231,1.30094
7/4/2013 21:00:00,1.30094,1.30233,1.28831,1.29134
7/7/2013 21:00:00,1.2914,1.29168,1.28061,1.28292
7/8/2013 21:00:00,1.28113,1.28818,1.2811,1.28697
7/9/2013 21:00:00,1.28671,1.28982,1.27554,1.27804
7/10/2013 21:00:00,1.27842,1.29844,1.27649,1.29758
7/11/2013 21:00:00,1.29675,1.32064,1.29659,1.30965
7/14/2013 21:00:00,1.30969,1.30999,1.29995,1.30659
7/15/2013 21:00:00,1.3075,1.30789,1.29934,1.30616
7/16/2013 21:00:00,1.30601,1.31743,1.30508,1.31618
7/17/2013 21:00:00,1.31605,1.31779,1.30832,1.31247
7/18/2013 21:00:00,1.31218,1.31272,1.30665,1.31088
7/21/2013 21:00:00,1.31097,1.31547,1.30892,1.31419
7/22/2013 21:00:00,1.31369,1.3218,1.31345,1.31844
7/23/2013 21:00:00,1.31846,1.32387,1.31635,1.32223
7/24/2013 21:00:00,1.32245,1.32562,1.31767,1.32004
7/25/2013 21:00:00,1.31984,1.32958,1.31656,1.32768
7/28/2013 21:00:00,1.3276,1.32969,1.32526,1.32766
7/29/2013 21:00:00,1.32804,1.32951,1.32392,1.32615
7/30/2013 21:00:00,1.32637,1.33018,1.32343,1.32618
7/31/2013 21:00:00,1.32625,1.33446,1.32089,1.33013
8/1/2013 21:00:00,1.32988,1.3311,1.31936,1.32055
8/4/2013 21:00:00,1.32092,1.3294,1.31861,1.32797
8/5/2013 21:00:00,1.3279,1.33003,1.32327,1.3258
8/6/2013 21:00:00,1.3258,1.3323,1.32461,1.33042
8/7/2013 21:00:00,1.33039,1.33454,1.32656,1.33354
8/8/2013 21:00:00,1.33371,1.34005,1.33279,1.33802
8/11/2013 21:00:00,1.33819,1.33904,1.33327,1.33394
8/12/2013 21:00:00,1.33263,1.33439,1.32774,1.32991
8/13/2013 21:00:00,1.32984,1.33171,1.32334,1.32615
8/14/2013 21:00:00,1.3263,1.32804,1.32389,1.32542
8/15/2013 21:00:00,1.32544,1.33629,1.32057,1.33466
8/18/2013 21:00:00,1.33483,1.33799,1.33109,1.33284
8/19/2013 21:00:00,1.33323,1.33747,1.33152,1.33341
8/20/2013 21:00:00,1.33373,1.34519,1.33234,1.34166
8/21/2013 21:00:00,1.34181,1.34269,1.33353,1.33541
8/22/2013 21:00:00,1.33518,1.33731,1.32981,1.33555
8/25/2013 21:00:00,1.33554,1.34097,1.33333,1.33791
8/26/2013 21:00:00,1.33824,1.33941,1.33565,1.33682
8/27/2013 21:00:00,1.33693,1.33988,1.33227,1.33922
8/28/2013 21:00:00,1.33917,1.33977,1.3305,1.33388
8/29/2013 21:00:00,1.3339,1.3343,1.32195,1.32407
9/1/2013 21:00:00,1.32406,1.32548,1.31743,1.32203
9/2/2013 21:00:00,1.32133,1.32272,1.31835,1.31912
9/3/2013 21:00:00,1.31937,1.3197,1.31384,1.31702
